CustomerId,Surname,Gender,Birth Date,City,Country,Salary,CreditScore,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Balance,Exited
15622478,Greaves,Female,1981-10-08,Paris,France,107815.31,698.0,7.0,3.0,1.0,0,105061.74,1
15779529,Grant,Male,1989-02-05,Paris,France,34665.79,620.0,7.0,2.0,1.0,1,,0
15636023,O'Donnell,Female,1981-07-30,Paris,France,147093.84,619.0,10.0,1.0,1.0,1,,1
15582066,Maclean,Male,2000-05-21,Lyon,France,36942.35,561.0,4.0,1.0,1.0,1,,0
15666675,Hsieh,Female,1982-05-26,Paris,France,16460.77,753.0,7.0,1.0,1.0,1,155062.8,0
15732987,Hs?,Male,1978-03-23,Barcelona,Spain,45610.63,721.0,3.0,1.0,0.0,0,88798.34,0
15789432,Mazzanti,Male,1988-06-28,Paris,France,184954.11,451.0,6.0,2.0,1.0,0,,0
15663161,Chiu,Female,1970-01-07,Munich,Germany,47795.43,680.0,5.0,1.0,0.0,0,143139.87,1
15694879,Reeves,Female,1998-05-02,Madrid,Spain,196789.9,590.0,7.0,2.0,1.0,0,,0
15593715,Castiglione,Male,1994-05-08,Berlin,Germany,173425.68,634.0,3.0,1.0,1.0,0,107027.52,0
15575002,Ferguson,Male,1992-12-26,Paris,France,36221.18,676.0,4.0,1.0,1.0,0,140720.93,0
15622171,Nnamdi,Male,1991-10-30,Paris,France,174738.2,642.0,8.0,2.0,1.0,0,80964.57,0
15795224,Wu,Male,1982-08-07,Marseile,France,67131.3,760.0,6.0,1.0,1.0,0,178585.46,1
15685346,Chu,Female,1995-04-13,Madrid,Spain,165692.03,736.0,4.0,1.0,1.0,1,135889.13,0
15691808,King,Male,1978-10-21,Paris,France,194691.95,656.0,7.0,1.0,1.0,0,134919.85,0
15721007,Charlton,Male,1988-09-30,Berlin,Germany,129525.5,776.0,8.0,1.0,0.0,0,115130.34,1
15794253,Marsh,Female,1987-05-27,Barcelona,Spain,146511.2,832.0,6.0,2.0,0.0,1,138190.13,0
15694453,Walker,Male,1984-09-14,Berlin,Germany,51752.18,631.0,9.0,2.0,1.0,1,131519.49,0
15813113,Chang,Female,1965-12-24,Madrid,Spain,35418.69,795.0,5.0,1.0,1.0,0,,1
15614187,Pottinger,Female,1982-10-28,Hamburg,Germany,57995.74,648.0,3.0,2.0,0.0,1,126935.98,0
15619407,Buckley,Male,1982-05-24,Paris,France,108152.75,615.0,4.0,1.0,1.0,1,133707.09,0
15646227,Folliero,Female,1994-11-07,Paris,France,166144.98,682.0,1.0,1.0,1.0,0,97893.2,0
15660541,Olisanugo,Male,1987-12-22,Paris,France,101737.8,694.0,5.0,1.0,1.0,0,127900.03,0
15753874,Kent,Male,1984-11-11,Paris,France,33326.71,694.0,10.0,1.0,0.0,1,143835.47,0
15617877,Jessop,Male,1977-08-28,Paris,France,81140.09,607.0,0.0,2.0,1.0,1,,0
15772073,Hodge,Male,1973-05-31,Paris,France,140173.17,664.0,10.0,1.0,1.0,0,,1
15701537,Ignatiev,Male,1961-04-11,Paris,France,166513.49,756.0,2.0,1.0,1.0,1,,1
15736228,Chambers,Female,1981-07-20,Paris,France,103232.6,645.0,3.0,1.0,1.0,1,129596.77,0
15780572,Mansom,Male,1991-07-28,Seville,Spain,120736.04,653.0,4.0,2.0,1.0,0,,0
15769596,Yen,Female,1997-04-04,Hamburg,Germany,15832.43,710.0,2.0,2.0,0.0,0,110407.44,1
15586996,Azikiwe,Female,1945-06-05,Paris,France,188772.45,697.0,7.0,2.0,0.0,1,,0
15722061,Allen,Female,1980-10-26,Berlin,Germany,114323.66,619.0,8.0,2.0,1.0,0,142015.76,0
15638003,Komarova,Male,1966-12-21,Barcelona,Spain,181534.04,648.0,1.0,1.0,0.0,1,81370.07,0
15775590,Mackay,Female,1973-06-01,Hamburg,Germany,102640.52,482.0,2.0,1.0,0.0,0,69329.47,1
15730688,Yu,Female,1993-06-16,Paris,France,158585.17,548.0,8.0,2.0,1.0,1,116755.5,1
15753102,Curtis,Male,1977-12-18,Barcelona,Spain,178722.24,752.0,6.0,1.0,1.0,0,83870.33,0
15810075,Fang,Female,1982-12-26,Marseile,France,153955.38,648.0,6.0,2.0,1.0,1,130694.89,1
15723373,Page,Female,1987-10-28,Barcelona,Spain,65374.86,643.0,8.0,1.0,1.0,0,117451.47,0
15795298,Olisaemeka,Female,1986-01-04,Berlin,Germany,102986.15,573.0,9.0,2.0,0.0,1,206868.78,0
15584320,Brennan,Female,1982-05-11,Paris,France,136643.84,686.0,3.0,1.0,0.0,0,111695.62,0
15724161,Sutton,Female,1981-08-07,Paris,France,77063.63,644.0,9.0,4.0,1.0,0,137285.26,1
15750056,Hyde,Female,1992-01-17,Marseile,France,9633.01,702.0,6.0,1.0,1.0,1,149218.39,0
15609637,Nkemakolam,Male,1970-07-31,Marseile,France,43496.36,652.0,7.0,2.0,0.0,1,,0
15794493,Chimaijem,Male,1989-03-01,Valencia,Spain,24267.28,641.0,7.0,2.0,1.0,1,,0
15569641,Sung,Female,1980-03-21,Berlin,Germany,59354.24,692.0,8.0,1.0,1.0,0,130701.29,1
15815236,Chiganu,Male,1987-12-20,Valencia,Spain,28269.86,574.0,5.0,2.0,0.0,0,,0
15811177,Beneventi,Female,1990-11-29,Paris,France,143162.34,643.0,3.0,1.0,1.0,0,167949.48,0
15680587,Esposito,Male,1998-07-18,Paris,France,20199.3,834.0,4.0,1.0,1.0,0,131254.81,0
15672821,Owen,Male,1993-06-19,Marseile,France,48606.92,591.0,5.0,2.0,1.0,1,,0
15767681,Smalley,Male,1987-01-23,Madrid,Spain,89013.67,470.0,9.0,2.0,0.0,1,,0
15600379,Hsiung,Male,1987-02-23,Valencia,Spain,59890.29,608.0,7.0,1.0,0.0,1,86656.13,0
15801336,Ch'ang,Female,1984-04-22,Munich,Germany,106655.88,649.0,8.0,1.0,1.0,1,114737.26,1
15721592,Barton,Female,1983-01-10,Lyon,France,156439.56,665.0,5.0,2.0,1.0,0,,0
15581282,Lucchese,Female,1982-05-06,Paris,France,24176.44,651.0,6.0,1.0,1.0,0,,0
15746203,Hsia,Male,1959-03-16,Berlin,Germany,43507.1,555.0,4.0,1.0,0.0,1,119817.33,1
15583137,Pope,Female,1973-11-06,Paris,France,132005.85,637.0,7.0,2.0,1.0,1,130806.99,1
15680752,Horrocks,Female,1972-08-18,Paris,France,80496.71,675.0,0.0,1.0,1.0,1,,1
15688172,Tai,Male,1981-08-31,Madrid,Spain,88947.56,677.0,5.0,2.0,1.0,0,,0
15791373,Chikezie,Female,1986-09-18,Munich,Germany,12639.67,850.0,2.0,1.0,0.0,0,80931.75,1
15589449,Frye,Female,1965-05-23,Paris,France,94248.16,815.0,3.0,3.0,1.0,1,,1
15692819,Toscani,Male,1989-02-19,Berlin,Germany,11865.76,665.0,1.0,1.0,0.0,0,132178.67,0
15727467,Mellor,Female,1994-03-09,Paris,France,141449.86,485.0,3.0,2.0,1.0,0,,0
15734312,Kang,Male,1978-12-31,Valencia,Spain,149457.81,577.0,6.0,2.0,1.0,1,,0
15764604,Sutherland,Female,1986-05-15,Paris,France,119814.25,586.0,7.0,3.0,1.0,0,164769.02,1
15613014,Hs?,Male,1992-03-24,Berlin,Germany,24924.92,722.0,1.0,2.0,1.0,0,107233.85,0
15759684,Ting,Female,1994-04-24,Paris,France,139481.53,528.0,7.0,2.0,0.0,1,176227.07,0
15609669,Chuang,Female,1982-11-19,Paris,France,41268.65,542.0,4.0,2.0,1.0,1,109949.39,0
15685536,Chu,Female,1987-09-17,Paris,France,1351.41,552.0,5.0,2.0,1.0,1,,0
15750447,Ozoemena,Female,1961-07-02,Paris,France,147489.76,678.0,10.0,1.0,1.0,0,117738.81,1
15663249,Howells,Female,1984-05-15,Madrid,Spain,111175.09,575.0,9.0,1.0,1.0,0,133292.45,0
15638646,Lucchese,Female,1978-06-15,Marseile,France,95963.14,669.0,1.0,1.0,1.0,1,160474.59,0
15734161,Nnonso,Male,1978-06-14,Marseile,France,43128.95,636.0,6.0,2.0,1.0,0,,0
15631070,Gerasimova,Male,1966-07-15,Berlin,Germany,137674.96,667.0,9.0,1.0,1.0,1,154393.43,1
15761950,Woronoff,Female,1976-06-20,Hamburg,Germany,153383.54,652.0,9.0,1.0,1.0,1,110827.49,1
15649668,Wilhelm,Female,1985-07-09,Berlin,Germany,96660.76,637.0,10.0,2.0,1.0,1,145750.45,0
15713912,Nebechukwu,Female,1976-10-18,Barcelona,Spain,115818.16,516.0,8.0,1.0,0.0,1,109044.3,0
15586757,Anenechukwu,Female,1989-02-11,Paris,France,37898.5,801.0,4.0,1.0,1.0,1,75170.54,0
15596522,Meredith,Female,1979-12-12,Marseile,France,145222.93,692.0,2.0,2.0,1.0,0,,0
15625395,Chinomso,Female,1993-03-31,Marseile,France,41219.09,585.0,6.0,1.0,1.0,1,105795.9,0
15760570,Stephenson,Male,1989-04-06,Paris,France,59249.83,590.0,5.0,2.0,1.0,0,,0
15566689,Chimaoke,Male,1955-12-01,Madrid,Spain,116747.62,554.0,8.0,2.0,1.0,1,,0
15725794,Winters,Female,1972-08-27,Paris,France,116249.72,659.0,1.0,1.0,1.0,0,,1
15673539,Napolitani,Female,1995-05-06,Paris,France,61257.83,690.0,3.0,1.0,1.0,0,118097.87,0
15705298,L?,Male,1992-01-28,Berlin,Germany,141798.98,697.0,0.0,1.0,0.0,0,172693.54,0
15675791,Williams,Male,1985-11-14,Marseile,France,102638.35,610.0,4.0,2.0,1.0,0,129440.3,0
15747043,Giles,Male,1985-02-14,Valencia,Spain,13210.56,599.0,4.0,2.0,0.0,0,,0
15736397,Wang,Male,1998-02-28,Paris,France,35550.97,544.0,1.0,1.0,1.0,0,96471.2,0
15678201,Robertson,Female,1975-02-27,Paris,France,104469.06,548.0,1.0,1.0,1.0,1,,1
15720745,Murray,Male,1997-10-16,Barcelona,Spain,142935.83,635.0,4.0,1.0,1.0,1,140197.18,0
15637593,Greco,,2001-05-30,Marseile,France,195486.28,722.0,6.0,2.0,1.0,0,,0
15598070,Marchesi,Female,1988-04-28,Paris,France,63170.0,564.0,4.0,1.0,1.0,0,135946.26,0
15787550,Chao,Male,1952-09-05,Paris,France,58320.06,719.0,3.0,2.0,1.0,1,,0
15603942,Hawthorn,Male,1971-03-17,Berlin,Germany,177747.03,547.0,3.0,3.0,0.0,1,81290.02,1
15733973,Bibi,Female,1979-11-29,Marseile,France,19632.64,850.0,8.0,1.0,1.0,0,,1
15596761,Hawdon,Male,1961-11-21,Berlin,Germany,18424.24,515.0,9.0,1.0,1.0,0,113715.36,1
15652400,Moss,Male,1965-10-28,Madrid,Spain,18897.78,667.0,2.0,1.0,0.0,1,168883.08,0
15717893,Briggs,Male,1985-12-04,Hamburg,Germany,97879.02,607.0,8.0,1.0,1.0,0,143421.74,0
15622585,McIntyre,Male,1995-01-12,Paris,France,63197.88,525.0,7.0,1.0,1.0,1,153644.39,0
15733964,Russo,Female,1968-06-12,Valencia,Spain,75860.01,606.0,1.0,1.0,1.0,1,109330.06,0
15753861,Ballard,Female,1994-01-16,Hamburg,Germany,78622.46,686.0,1.0,2.0,0.0,0,115095.88,0
15747097,Hs?,Male,1986-06-19,Marseile,France,23598.23,611.0,10.0,1.0,1.0,1,,1
15594762,Pisani,Male,1975-12-20,Barcelona,Spain,13460.27,827.0,1.0,1.0,1.0,1,183276.32,0
15667417,Tao,Male,1988-04-27,Marseile,France,19998.31,572.0,9.0,1.0,1.0,0,68193.72,0
15684861,Thomson,Female,1989-07-25,Paris,France,185075.63,726.0,8.0,2.0,0.0,0,,0
15742204,Hsu,Male,1990-08-17,Munich,Germany,135815.38,579.0,6.0,1.0,0.0,1,139729.54,0
15623502,Morrison,Female,1965-03-05,Madrid,Spain,44251.33,598.0,4.0,1.0,1.0,1,98365.33,0
15774872,Joslin,Male,1985-11-12,Paris,France,136349.55,663.0,10.0,2.0,1.0,0,,0
15611191,Scott,Female,1984-03-29,Berlin,Germany,52693.99,505.0,10.0,2.0,1.0,1,122453.97,0
15674331,Bidwill,Male,1991-02-13,Berlin,Germany,93767.03,576.0,7.0,2.0,0.0,0,132174.41,0
15619465,Cameron,Female,1997-05-02,Madrid,Spain,197866.55,555.0,2.0,2.0,0.0,1,,0
15575247,Cartwright,Male,1991-10-08,Lyon,France,126812.85,524.0,1.0,2.0,1.0,0,,0
15695679,Yao,Male,1982-04-04,Valencia,Spain,79503.05,776.0,2.0,1.0,0.0,0,104349.45,0
15713463,Tate,Female,1980-09-16,Hamburg,Germany,129936.53,645.0,2.0,1.0,1.0,0,138881.04,1
15785170,Neal,Female,1989-09-28,Munich,Germany,175094.62,850.0,0.0,1.0,0.0,0,116968.91,0
15796351,Yao,Male,1986-06-15,Hamburg,Germany,130379.5,603.0,1.0,2.0,1.0,1,105346.03,0
15639576,Burns,Male,1995-04-01,Paris,France,153228.0,691.0,9.0,1.0,1.0,0,136623.19,0
15693264,Onyinyechukwuka,Female,1992-06-17,Marseile,France,111285.85,583.0,10.0,2.0,1.0,1,,0
15589715,Fulks,Female,1955-02-03,Lyon,France,49553.38,584.0,5.0,1.0,1.0,0,,1
15769902,Christie,Female,1988-12-25,Paris,France,98015.85,679.0,6.0,2.0,1.0,1,,0
15587177,Lloyd,Male,1985-09-29,Marseile,France,88481.32,646.0,6.0,1.0,1.0,0,124445.52,0
15814553,Ball,Female,1987-04-03,Paris,France,66879.27,559.0,5.0,2.0,1.0,1,68999.66,0
15601550,Genovesi,Male,1985-08-03,Valencia,Spain,24802.77,595.0,6.0,1.0,1.0,1,85768.42,0
15664907,Alexander,Male,1974-03-30,Marseile,France,21312.16,527.0,1.0,1.0,1.0,0,,1
15612465,Siciliano,Male,1987-07-08,Madrid,Spain,190263.78,684.0,9.0,2.0,1.0,1,100628.0,0
15810800,Ositadimma,Female,1989-04-30,Barcelona,Spain,72873.33,673.0,0.0,1.0,1.0,1,,0
15665760,Kazantsev,Male,1983-02-13,Barcelona,Spain,57764.65,802.0,7.0,2.0,0.0,1,,0
15588080,Giles,Male,1967-12-01,Lyon,France,110273.84,675.0,6.0,1.0,1.0,0,,1
15776844,Hao,Female,2002-10-12,Valencia,Spain,55500.17,762.0,6.0,2.0,1.0,0,,0
15717560,Martin,Male,1971-07-21,Lyon,France,57541.08,580.0,0.0,1.0,1.0,0,125647.36,1
15629739,Hartley,Female,1990-01-01,Berlin,Germany,90384.26,621.0,8.0,1.0,1.0,1,100375.39,0
15729908,Allan,Female,1985-05-10,Paris,France,120694.35,411.0,10.0,1.0,0.0,0,,0
15716781,Dolgorukova,Male,1997-07-27,Marseile,France,178028.96,815.0,7.0,1.0,0.0,1,171922.72,0
15646936,Nnamdi,Female,1989-11-16,Berlin,Germany,180990.29,631.0,2.0,2.0,1.0,1,146810.99,0
15768151,Romano,Female,1976-07-11,Berlin,Germany,155407.21,514.0,3.0,1.0,0.0,1,109032.23,1
15579212,Chuang,Male,1964-07-19,Paris,France,33676.48,638.0,6.0,1.0,1.0,0,,1
15721835,Owen,Male,1996-10-07,Barcelona,Spain,89666.28,791.0,7.0,1.0,1.0,0,,0
15800515,Singh,Male,1986-10-12,Paris,France,127558.26,516.0,5.0,1.0,1.0,0,128653.59,0
15591279,Nwagugheuzo,Male,1984-12-24,Paris,France,77272.62,734.0,3.0,1.0,0.0,1,80387.81,0
15587419,Shipton,Male,1963-04-28,Paris,France,107665.68,611.0,8.0,2.0,0.0,1,,1
15750335,Paterson,Male,1978-07-20,Berlin,Germany,184044.8,850.0,0.0,3.0,1.0,0,108508.82,1
15699619,Rivas,Male,1990-08-09,Paris,France,91510.71,641.0,10.0,1.0,1.0,0,155978.17,0
15606472,Lung,Female,1983-05-31,Marseile,France,87363.56,585.0,5.0,1.0,1.0,1,,0
15778368,Allan,Male,1971-03-29,Munich,Germany,117505.07,552.0,4.0,1.0,1.0,0,121175.56,1
15671387,Fetherstonhaugh,Female,1992-11-19,Paris,France,180626.68,507.0,4.0,2.0,0.0,0,89349.47,0
15573926,Lung,Male,1983-03-30,Valencia,Spain,93478.96,735.0,7.0,2.0,0.0,0,86131.71,0
15709183,Davidson,Female,1963-09-26,Paris,France,114672.64,707.0,3.0,1.0,1.0,1,102346.86,0
15577514,Mai,Female,1985-12-17,Berlin,Germany,13387.88,698.0,7.0,1.0,1.0,1,121263.62,0
15778830,Dellucci,Male,1990-11-13,Paris,France,173240.52,841.0,2.0,2.0,1.0,0,,0
15768072,Mitchell,Female,1988-02-13,Barcelona,Spain,27557.18,688.0,2.0,1.0,0.0,0,,1
15768293,Sun,Male,1970-01-02,Lyon,France,5552.37,614.0,3.0,2.0,1.0,1,,0
15654456,Napolitano,Male,1973-06-16,Hamburg,Germany,88307.87,511.0,6.0,1.0,0.0,0,149726.08,1
15807525,Bailey,Male,1978-05-14,Paris,France,33879.26,447.0,2.0,2.0,1.0,0,,1
15574372,Hoolan,Male,1986-04-16,Paris,France,181429.87,738.0,5.0,2.0,1.0,0,161274.05,0
15671249,Kent,Female,1988-01-06,Paris,France,102655.31,422.0,2.0,2.0,1.0,0,,0
15779744,Chou,Male,1991-02-25,Madrid,Spain,96555.42,537.0,1.0,1.0,1.0,1,103138.17,0
15624755,Pepper,Female,1981-05-20,Munich,Germany,189366.03,707.0,3.0,1.0,1.0,0,109628.44,0
15611430,Abramowitz,Male,1967-04-02,Paris,France,12847.61,690.0,5.0,1.0,1.0,0,,1
15774744,Lord,Male,1988-05-09,Berlin,Germany,143433.33,664.0,7.0,2.0,1.0,0,97286.16,0
15629885,Wilson,Female,1988-10-23,Marseile,France,183983.82,850.0,7.0,1.0,1.0,0,118004.26,0
15708791,Abazu,Male,1989-01-09,Madrid,Spain,169137.24,584.0,9.0,1.0,0.0,0,85534.83,0
15793890,Harriman,Female,1962-03-12,Paris,France,163365.85,728.0,4.0,1.0,1.0,1,,1
15646091,Frankland,Female,1978-01-29,Barcelona,Spain,123181.44,560.0,4.0,2.0,1.0,0,95140.44,1
15596984,Pinto,Female,1990-03-27,Paris,France,16447.6,629.0,6.0,1.0,1.0,1,,1
15800215,Kwemtochukwu,Male,1996-10-24,Marseile,France,173948.4,658.0,3.0,2.0,0.0,1,,0
15577806,Chiu,Female,1967-08-12,Munich,Germany,192154.66,794.0,1.0,1.0,1.0,1,75900.84,0
15749381,Yu,Female,1980-02-23,Paris,France,198224.38,790.0,2.0,1.0,1.0,0,126619.27,0
15683758,Onyekachukwu,Male,1977-09-24,Paris,France,67202.74,640.0,7.0,1.0,1.0,0,111833.47,0
15670615,Castiglione,Male,1984-04-03,Madrid,Spain,68789.93,652.0,7.0,2.0,1.0,0,,0
15715622,To Rot,Female,1964-08-12,Marseile,France,147964.99,583.0,3.0,1.0,0.0,1,238387.56,1
15707634,Anenechukwu,Female,1989-06-27,Marseile,France,161069.73,775.0,2.0,2.0,1.0,1,108698.96,0
15806901,Henderson,Female,1982-11-06,Paris,France,127749.61,584.0,2.0,1.0,1.0,1,112687.69,0
15775335,Ellis,Female,1973-04-11,Berlin,Germany,191914.37,635.0,4.0,2.0,1.0,0,81556.89,0
15724150,Nkemdirim,Male,1973-09-05,Paris,France,185791.9,814.0,9.0,1.0,1.0,1,136596.85,0
15627220,Kang,Female,1978-04-27,Berlin,Germany,184570.04,735.0,9.0,1.0,0.0,0,98807.45,1
15672330,Lear,Female,1990-04-10,Paris,France,130446.65,678.0,1.0,2.0,0.0,1,,0
15668521,Jamieson,Male,1984-03-04,Paris,France,82867.55,693.0,1.0,2.0,1.0,1,,0
15807837,Mazzanti,Female,1991-06-19,Paris,France,187632.22,640.0,6.0,1.0,1.0,1,107499.7,0
15592570,Marino,Female,1998-01-21,Seville,Spain,56759.79,773.0,8.0,2.0,1.0,0,,0
15748589,Winter,Female,1991-05-22,Paris,France,34180.33,736.0,9.0,2.0,1.0,0,,0
15635893,T'ien,Female,1993-03-01,Marseile,France,158545.25,693.0,8.0,2.0,1.0,1,,0
15757632,Hughes-Jones,Female,1980-12-09,Paris,France,182337.98,496.0,1.0,2.0,1.0,0,176024.05,0
15691863,Cody,Female,1982-06-23,Paris,France,84175.34,751.0,3.0,2.0,1.0,1,,0
15706071,Hunt,Male,1982-11-09,Hamburg,Germany,22197.8,528.0,0.0,1.0,0.0,1,127631.62,1
15654296,Estrada,Female,2002-07-25,Madrid,Spain,189641.11,754.0,9.0,1.0,1.0,0,,0
15755018,Dickinson,Female,1995-04-02,Hamburg,Germany,154491.39,568.0,10.0,2.0,1.0,0,109819.16,0
15594041,Fanucci,Female,1980-07-18,Seville,Spain,90020.74,592.0,2.0,1.0,1.0,0,138734.94,0
15670587,Yang,Male,1996-07-01,Hamburg,Germany,197264.35,558.0,10.0,2.0,1.0,0,111363.1,0
15724527,Forbes,Male,1987-09-24,Paris,France,31933.06,825.0,9.0,2.0,1.0,1,,0
15801904,Heard,Male,1993-10-12,Munich,Germany,8755.69,677.0,0.0,2.0,1.0,0,143988.0,1
15658195,Efremova,Male,1987-05-04,Paris,France,52820.13,653.0,5.0,1.0,1.0,1,118838.75,0
15630113,Morphett,Male,1986-11-16,Barcelona,Spain,20008.46,593.0,4.0,1.0,1.0,1,161637.75,0
15784320,Lenhardt,Female,1977-10-19,Paris,France,34607.14,632.0,3.0,1.0,1.0,1,133793.89,1
15676513,Burns,Male,1986-03-28,Munich,Germany,177384.45,601.0,8.0,1.0,1.0,0,71553.83,0
15574072,Ch'ien,Female,1959-01-06,Paris,France,165702.64,786.0,8.0,1.0,1.0,1,,0
15633854,Sun,Female,1981-03-09,Paris,France,167889.1,654.0,3.0,2.0,1.0,0,,0
15618566,Jamieson,Female,1983-02-14,Paris,France,133122.62,572.0,7.0,2.0,1.0,1,,0
15733014,Nolan,Female,1959-01-22,Paris,France,140454.14,813.0,10.0,2.0,0.0,1,64667.95,0
15753343,Barry,Female,1993-10-08,Paris,France,59938.81,523.0,2.0,1.0,1.0,1,121164.11,0
15746076,Saunders,Male,1971-07-30,Seville,Spain,12016.79,506.0,3.0,2.0,1.0,0,,0
15608226,McMorran,Male,1949-12-15,Seville,Spain,81251.24,513.0,3.0,1.0,1.0,1,98903.06,0
15605684,Phelan,Female,1990-12-31,Paris,France,134169.85,664.0,7.0,1.0,1.0,0,104158.84,0
15638988,Fu,Male,1967-11-26,Nice,France,94888.6,684.0,6.0,2.0,1.0,1,,0
15628767,Hotchin,Female,1958-07-08,Seville,Spain,175696.16,608.0,3.0,2.0,1.0,1,139529.93,1
15737977,Aksyonov,Female,1996-09-29,Paris,France,96758.58,527.0,6.0,2.0,0.0,1,,0
15758116,Rossi,Male,1968-08-09,Nice,France,128019.48,666.0,5.0,1.0,1.0,0,64646.7,1
15575119,Hughes,Male,1950-01-04,Paris,France,146895.36,779.0,3.0,2.0,1.0,1,,1
15625126,Duncan,Female,1981-08-04,Paris,France,139356.3,629.0,6.0,2.0,1.0,1,,0
15567114,McGarry,Male,1986-09-19,Paris,France,2923.61,430.0,1.0,1.0,0.0,0,118894.22,0
15672242,Aksenov,Male,1997-03-16,Marseile,France,121232.51,712.0,2.0,1.0,0.0,1,,0
15681327,Akhtar,Male,1991-03-23,Lyon,France,2053.42,682.0,9.0,2.0,1.0,1,,0
15802585,Pisani,Female,1980-12-29,Marseile,France,6382.46,634.0,8.0,1.0,1.0,1,68213.99,0
15740630,Pisano,Female,1990-02-25,Madrid,Spain,158750.13,487.0,1.0,2.0,1.0,0,,0
15815420,McDaniels,Male,1974-01-23,Valencia,Spain,74028.36,808.0,8.0,1.0,0.0,1,139196.0,0
15711468,Tennant,Female,1989-03-27,Paris,France,44099.75,527.0,7.0,2.0,1.0,1,,0
15799626,Donaghy,Male,1971-01-02,Berlin,Germany,17323.0,637.0,4.0,1.0,0.0,1,126345.55,1
15659325,Todd,Male,1981-11-09,Madrid,Spain,175043.69,802.0,5.0,2.0,1.0,1,,0
15651352,Tobenna,Female,1983-09-22,Paris,France,146388.85,529.0,2.0,1.0,1.0,0,,1
15684925,Vicars,Female,1978-06-28,Paris,France,2465.8,850.0,3.0,2.0,0.0,0,,0
15657439,Chao,Male,2003-01-05,Paris,France,47799.15,738.0,4.0,2.0,1.0,1,,0
15574122,Tien,Male,1987-11-15,Paris,France,165562.84,817.0,5.0,1.0,0.0,0,129278.43,0
15720508,Hsing,Male,1990-10-29,Paris,France,72927.68,735.0,3.0,1.0,0.0,0,119558.35,0
15599078,Yang,Female,1980-07-23,Berlin,Germany,38270.47,619.0,5.0,1.0,1.0,0,92467.58,0
15702300,Walker,Male,1994-11-18,Paris,France,120893.07,671.0,5.0,2.0,0.0,0,,0
15660735,T'ang,Female,1990-05-04,Barcelona,Spain,188377.21,581.0,6.0,2.0,1.0,0,,0
15671390,Chukwukere,Male,1985-05-14,Seville,Spain,55902.93,690.0,10.0,2.0,1.0,0,,0
15647385,Ch'iu,Male,1965-03-15,Madrid,Spain,4523.74,579.0,4.0,1.0,0.0,0,99340.83,1
15739223,Pai,Female,1997-01-30,Seville,Spain,102195.16,688.0,3.0,2.0,1.0,1,,0
15631305,Franklin,Female,1993-11-13,Valencia,Spain,60843.09,599.0,4.0,2.0,1.0,0,126833.79,1
15809263,Y?,Male,1992-12-26,Berlin,Germany,25548.47,729.0,5.0,1.0,1.0,1,109676.52,0
15640866,Peng,Female,1992-01-16,Lyon,France,134462.29,718.0,3.0,1.0,0.0,1,,0
15775663,Otitodilichukwu,Male,1968-08-13,Munich,Germany,132702.64,712.0,6.0,2.0,1.0,1,134729.99,0
15631800,Pagnotto,Male,1984-05-10,Paris,France,75698.44,474.0,3.0,1.0,0.0,0,98431.37,0
15654292,Vessels,Male,1988-11-03,Berlin,Germany,105642.43,565.0,8.0,2.0,1.0,0,130368.31,0
15648320,Heller,Female,1990-01-25,Paris,France,102153.75,658.0,7.0,1.0,1.0,0,123974.96,0
15726747,Donaldson,Male,1958-08-20,Paris,France,166677.54,714.0,4.0,1.0,0.0,1,138082.16,0
15694510,Ifeanyichukwu,Male,1976-07-13,Paris,France,24218.65,725.0,1.0,1.0,0.0,0,129855.32,0
15572291,Kao,Male,1981-07-08,Marseile,France,117122.5,825.0,6.0,1.0,0.0,0,132308.22,0
15603465,Dunn,Female,1976-06-11,Berlin,Germany,51871.95,665.0,5.0,2.0,1.0,0,155447.65,1
15685628,Calabresi,Male,1986-07-18,Barcelona,Spain,84321.03,670.0,2.0,2.0,0.0,1,124268.64,0
15792729,Holland,Female,1987-11-01,Munich,Germany,160213.27,474.0,9.0,1.0,1.0,0,176311.36,0
15767414,Calabresi,Male,1981-10-15,Marseile,France,88695.19,591.0,2.0,2.0,1.0,1,99886.42,0
15568044,Butusov,Female,1990-03-29,Paris,France,6123.15,508.0,7.0,2.0,1.0,1,,0
15751333,Atkinson,Female,1985-08-27,Lyon,France,167749.54,695.0,2.0,2.0,0.0,1,,0
15623062,Vasilyeva,Male,1997-05-31,Berlin,Germany,71638.0,660.0,5.0,1.0,1.0,1,85089.3,0
15713621,Mollison,Male,1980-03-02,Berlin,Germany,198064.52,687.0,10.0,2.0,1.0,1,134318.21,0
15670668,Webb,Male,1992-08-24,Berlin,Germany,54914.92,658.0,5.0,2.0,0.0,1,75395.53,0
15750638,Obiajulu,Female,1988-08-15,Hamburg,Germany,190659.17,705.0,5.0,1.0,0.0,0,116765.7,1
15747878,Aiken,Male,1961-03-24,Valencia,Spain,51637.67,739.0,4.0,1.0,1.0,1,,0
15726796,Brabyn,Male,1983-12-10,Paris,France,119333.38,844.0,7.0,1.0,1.0,1,111501.66,0
15754952,Su,Female,1973-04-16,Munich,Germany,127095.14,602.0,7.0,2.0,0.0,0,76595.08,0
15652192,Traeger,Female,1988-06-02,Paris,France,93541.14,759.0,9.0,2.0,0.0,0,160541.36,0
